Time (sec),RPM,Coolant Temp (C),TPS (%),MAP (kPa),MAP Rate (kPa/sec),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Starting Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),Ignition Angle (DBTDC),Anlg #5 (C), Anlg #6,Anlg #7 (C),Digital Output #1,Digital Output #2,Digital Output #3,Digital Output #4,Digital Output #5,Digital Output #6,Digital Output #7,Digital Output #8,Digital Output #9,Digital Output #10,Open Time Clip,Charge Time Clip,Measured AFR #1,Accel Base Comp (%),
5.697,4157,49.0,0.0,20.96,103.4,14.20,2.39,17.0,126.7,101.5,23.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
5.797,3412,49.0,0.0,24.68,131.0,14.10,2.55,15.0,125.4,101.5,25.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
5.897,2837,49.0,0.0,27.37,96.5,14.10,2.13,10.6,124.2,101.5,22.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
5.997,2214,49.0,0.0,32.68,158.6,14.00,2.14,8.5,122.9,101.6,21.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
6.097,2301,49.0,0.0,35.37,-55.2,14.10,1.99,7.4,121.6,101.6,20.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
6.197,2381,49.0,0.0,37.78,-248.2,14.00,2.00,7.7,120.4,101.6,20.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
6.297,2512,49.0,0.0,45.78,-131.0,14.00,2.20,8.8,119.1,101.7,20.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
6.399,2647,49.0,0.0,69.29,379.2,14.00,4.08,17.6,117.9,101.8,31.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.7,
6.497,3283,49.0,0.0,87.84,234.4,14.10,4.86,25.8,116.6,101.9,30.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
6.597,5022,49.0,0.0,75.77,-75.8,14.20,4.52,35.6,115.4,101.9,36.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
6.697,6316,49.0,0.0,48.26,-393.0,14.20,2.87,29.5,114.1,101.7,27.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
6.797,6774,49.0,0.0,31.72,213.7,14.20,3.08,34.8,112.9,101.6,27.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
6.897,6317,49.0,0.0,21.79,-27.6,14.20,2.94,31.4,111.6,101.5,26.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
6.997,5422,49.0,0.0,19.37,-268.9,14.20,3.02,27.8,110.3,101.5,25.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
7.097,4611,49.0,0.0,36.47,179.3,14.20,2.17,17.1,109.1,101.6,22.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.3,
7.197,4787,50.0,0.0,69.57,-137.9,14.10,4.01,31.0,106.8,101.6,37.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,121.8,
7.299,6008,50.0,0.0,82.19,296.5,14.20,3.51,34.8,105.6,101.7,37.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.3,
7.397,7420,50.0,0.0,43.64,-579.2,14.20,2.54,30.8,104.3,101.5,31.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,101.0,
7.497,7865,50.0,0.0,23.72,-48.3,14.20,3.19,41.9,103.1,101.3,28.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,101.0,
7.599,7000,50.0,0.0,16.75,6.9,14.20,1.76,20.8,101.8,101.3,25.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,101.0,
7.700,6212,50.0,0.0,28.96,234.4,14.10,3.38,35.4,100.6,101.3,27.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
7.797,6316,50.0,0.0,60.33,358.5,14.10,3.29,34.5,100.0,101.5,29.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.6,
7.897,7113,50.0,0.0,40.13,-262.0,14.20,2.48,29.0,100.0,101.5,30.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
7.997,7384,50.0,0.0,20.82,-344.7,14.20,2.97,36.6,100.0,101.3,28.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
8.097,6641,50.0,0.0,35.51,131.0,14.20,2.22,24.8,100.0,101.4,28.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
8.199,7105,50.0,0.0,58.40,255.1,14.20,3.07,36.1,100.0,101.6,30.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.2,
8.297,8042,50.0,0.0,30.06,-482.6,14.20,2.18,29.0,100.0,101.4,30.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
8.399,8144,50.0,0.0,37.92,489.5,14.20,2.67,36.0,100.0,101.4,31.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,121.2,
8.499,8823,50.0,0.0,44.75,248.2,14.20,2.95,42.9,100.0,101.4,33.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
8.597,8806,50.0,0.0,18.13,-82.7,14.20,2.86,42.3,100.0,101.3,28.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
8.700,7853,50.0,0.0,32.54,227.5,14.20,2.99,39.5,100.0,101.3,30.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
8.797,8192,50.0,0.0,30.20,-303.4,14.20,2.23,30.2,100.0,101.4,31.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
8.897,7765,50.0,0.0,16.89,-41.4,14.20,2.31,30.1,100.0,101.3,26.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
8.999,7436,50.0,0.0,35.78,262.0,14.20,2.18,26.9,100.0,101.4,30.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.2,
9.097,7704,50.0,0.0,31.85,-386.1,14.20,1.87,23.9,100.0,101.4,30.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
9.197,7433,50.0,0.0,27.79,393.0,14.20,2.76,34.5,100.0,101.3,27.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.8,
9.298,7467,50.0,0.0,39.16,82.7,14.20,2.09,26.1,100.0,101.4,29.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.8,
9.398,7527,50.0,0.0,21.24,-117.2,14.20,2.75,34.8,100.0,101.3,27.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
9.498,7136,50.0,0.0,37.02,317.2,14.20,2.16,25.5,100.0,101.4,29.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.4,
9.598,7632,50.0,0.0,30.89,-330.9,14.20,1.89,23.8,100.0,101.4,30.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
9.698,7387,50.0,0.0,31.44,330.9,14.20,2.81,34.8,100.0,101.3,29.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.5,
9.799,7793,50.0,0.0,52.19,310.3,14.20,2.97,38.1,100.0,101.5,34.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.4,
9.898,8282,50.0,0.0,31.03,41.4,14.20,2.71,37.4,100.0,101.3,31.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
9.998,8787,50.0,0.0,46.47,303.4,14.20,3.49,51.0,100.0,101.5,34.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.4,
10.098,9284,50.0,0.0,21.93,-241.3,14.20,3.38,52.6,100.0,101.3,30.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
10.198,8356,50.0,0.0,29.10,434.4,14.20,3.15,44.2,100.0,101.3,29.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,121.0,
10.298,8635,50.0,0.0,31.99,-227.5,14.20,2.31,33.2,100.0,101.4,32.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
10.398,8281,50.0,0.0,15.31,-62.1,14.20,2.50,34.8,100.0,101.3,26.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
10.498,7620,50.0,0.0,38.20,262.0,14.20,2.04,25.9,100.0,101.2,30.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.2,
10.598,8187,51.0,0.0,26.54,-358.5,14.20,2.67,36.2,100.0,101.1,31.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
10.698,7583,51.0,0.0,21.93,165.5,14.20,2.43,31.0,100.0,101.1,27.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
10.798,7813,51.0,0.0,44.47,-75.8,14.20,2.94,37.9,100.0,101.2,33.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.3,
10.899,8321,51.0,0.0,21.79,-248.2,14.20,3.23,44.6,100.0,101.1,29.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
10.999,7419,51.0,0.0,22.20,220.6,14.20,2.19,27.3,100.0,101.1,26.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
11.098,7361,51.0,0.0,34.96,-13.8,14.20,2.01,24.6,100.0,101.2,29.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.7,
11.198,7497,51.0,0.0,23.58,-234.4,14.20,2.97,37.2,100.0,101.1,28.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
11.298,6799,51.0,0.0,16.41,-13.8,14.20,1.90,21.8,100.0,101.1,24.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
11.399,5896,51.0,0.0,16.62,41.4,14.20,1.89,18.9,100.0,101.1,24.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
11.499,5066,51.0,0.0,19.37,117.2,14.20,1.92,16.5,100.0,101.1,22.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
11.598,4314,51.0,0.0,21.24,62.1,14.10,2.40,17.8,100.0,101.1,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
11.698,3587,51.0,0.0,24.55,144.8,14.20,2.11,12.8,100.0,101.1,25.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
11.798,3081,51.0,0.0,27.51,124.1,14.20,2.04,10.9,100.0,101.1,22.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
11.898,2665,51.0,0.0,32.89,137.9,14.10,1.87,8.5,100.0,101.1,21.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
11.998,2626,51.0,0.0,36.75,75.8,14.10,1.79,8.0,100.0,101.2,20.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
12.099,2701,51.0,0.0,35.65,-255.1,14.10,1.78,7.9,100.0,101.2,20.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
12.198,2604,51.0,0.0,38.33,-41.4,14.10,1.79,7.5,100.0,101.2,20.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
12.298,2626,51.0,0.0,41.44,137.9,14.10,1.82,7.8,100.0,101.2,19.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
12.398,2502,51.0,0.0,43.92,165.5,14.00,1.81,7.4,100.0,101.2,20.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
12.498,2334,51.0,0.0,45.64,179.3,14.10,1.81,6.9,100.0,101.2,20.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
12.598,2130,51.0,0.0,45.30,-234.4,14.00,1.82,6.2,100.0,101.2,20.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
12.698,1884,51.0,0.0,53.43,124.1,14.00,1.82,6.1,100.0,101.3,20.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
12.798,1917,51.0,0.0,53.43,206.8,14.00,1.81,5.3,100.0,101.3,20.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
12.898,1694,51.0,0.0,59.09,124.1,14.00,2.04,6.2,100.0,101.3,20.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
12.998,1798,51.0,0.0,56.40,0.0,13.90,1.82,4.9,100.0,101.3,20.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
13.098,1822,51.0,0.0,62.19,103.4,14.00,2.49,7.9,100.0,101.3,20.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
13.198,2271,51.0,0.0,59.64,144.8,14.00,2.52,8.3,100.0,101.3,20.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
13.298,2642,51.0,0.0,57.64,151.7,14.10,2.60,10.2,100.0,101.3,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
13.398,2737,51.0,0.0,56.67,151.7,14.10,1.82,8.6,100.0,101.3,14.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
13.498,2446,51.0,0.0,54.33,-13.8,14.00,1.82,7.8,100.0,101.3,15.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
13.598,1973,51.0,0.0,56.40,144.8,14.10,1.82,6.4,100.0,101.3,18.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
13.698,2000,51.0,0.0,55.57,186.2,14.00,2.10,6.6,100.0,101.3,19.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
13.798,1969,51.0,0.0,57.36,-206.8,14.10,2.22,7.6,100.0,101.3,19.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
13.898,2014,51.0,0.0,59.78,117.2,14.10,2.42,8.3,100.0,101.3,19.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
13.998,2208,51.0,0.0,57.98,151.7,14.00,2.47,8.7,100.0,101.3,19.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
14.098,2551,51.0,0.0,56.40,144.8,14.00,1.80,6.9,100.0,101.3,16.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
