Time (sec),RPM,Coolant Temp (C),TPS (%),MAP (kPa),MAP Rate (kPa/sec),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Starting Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),Ignition Angle (DBTDC),Anlg #5 (C), Anlg #6,Anlg #7 (C),Digital Output #1,Digital Output #2,Digital Output #3,Digital Output #4,Digital Output #5,Digital Output #6,Digital Output #7,Digital Output #8,Digital Output #9,Digital Output #10,Open Time Clip,Charge Time Clip,Measured AFR #1,Accel Base Comp (%),
1.200,6816,45.0,0.0,46.47,-262.0,13.80,3.51,39.2,162.7,102.7,32.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
1.300,7261,45.0,0.0,36.20,-317.2,13.80,3.20,38.4,162.7,102.6,31.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
1.400,7118,45.0,0.0,21.65,-468.8,13.80,4.14,49.7,162.7,102.4,29.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
1.500,6109,45.0,0.0,22.48,137.9,13.80,3.48,35.9,162.7,102.4,26.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
1.600,5178,45.0,0.0,22.06,0.0,13.80,3.91,34.5,162.7,102.4,27.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
1.700,4217,45.0,0.0,23.86,-158.6,13.80,3.64,26.4,162.7,102.4,23.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
1.800,3371,45.0,0.0,27.37,-6.9,13.80,2.98,17.6,162.7,102.4,24.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
1.900,2563,45.0,0.0,40.68,275.8,13.80,2.67,12.1,162.7,102.5,21.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.3,
2.000,2583,45.0,0.0,57.09,289.6,13.80,2.70,11.6,162.7,102.7,16.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.3,
2.100,3290,45.0,0.0,60.05,-193.1,13.90,3.29,16.7,162.7,102.8,30.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.2,
2.200,4236,45.0,0.0,64.40,27.6,13.90,4.72,31.3,162.7,102.8,36.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
2.301,5353,45.0,0.0,63.85,227.5,13.90,3.45,30.7,162.7,102.8,32.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
2.400,6156,44.0,0.0,55.85,-158.6,13.90,4.33,43.4,163.1,103.0,31.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
2.501,6307,44.0,0.0,54.19,344.7,13.90,3.59,37.9,163.1,102.9,31.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.6,
2.601,6525,44.0,0.0,47.99,0.0,14.00,4.07,44.0,163.1,102.8,33.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
2.700,6348,44.0,0.0,46.61,-103.4,14.00,3.56,37.6,163.1,102.8,32.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
2.800,6247,44.0,0.0,47.44,165.5,14.00,3.71,38.9,163.1,102.8,31.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
2.900,6283,44.0,0.0,45.92,-27.6,14.00,4.24,44.8,163.1,102.9,31.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,121.0,
3.003,6066,44.0,0.0,47.99,103.4,14.00,4.17,42.0,163.1,102.8,31.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,121.0,
3.100,5900,44.0,0.0,49.57,124.1,14.00,4.02,40.0,163.1,102.9,32.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,121.0,
3.201,5708,44.0,0.0,53.64,475.7,14.00,3.45,33.2,163.1,102.9,31.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,121.1,
3.301,5673,44.0,0.0,52.47,41.4,14.00,3.86,36.9,163.1,102.9,27.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.2,
3.400,5606,44.0,0.0,51.09,-434.4,14.00,4.33,40.3,163.1,102.9,29.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
3.500,5539,44.0,0.0,57.50,179.3,14.00,4.45,41.6,163.1,103.0,28.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.4,
3.600,5612,44.0,0.0,55.85,-75.8,14.00,4.34,40.0,163.1,103.0,29.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
3.700,5882,44.0,0.0,54.19,-220.6,14.00,4.32,41.6,163.1,102.9,30.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
3.800,6215,44.0,0.0,49.85,-310.3,14.00,4.51,45.9,163.1,102.9,29.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
3.900,6282,44.0,0.0,49.44,-27.6,14.00,4.08,42.5,163.1,102.9,30.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
4.001,6259,44.0,0.0,52.33,386.1,14.00,3.60,37.8,163.1,102.9,32.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.7,
4.100,6288,44.0,0.0,49.37,62.1,14.00,4.10,43.4,163.1,102.8,32.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,121.0,
4.200,6263,44.0,0.0,47.30,-144.8,14.00,4.08,42.4,163.1,102.9,31.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,121.0,
4.300,6247,44.0,0.0,45.78,-413.7,14.00,4.09,42.2,163.1,102.8,29.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
4.402,6201,44.0,0.0,48.68,-124.1,14.00,4.09,42.4,163.1,102.9,30.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.2,
4.501,6109,44.0,0.0,48.95,262.0,14.00,3.71,38.2,163.1,102.9,30.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.2,
4.600,6051,44.0,0.0,47.44,124.1,14.00,3.67,37.3,163.1,102.9,30.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
4.700,5999,44.0,0.0,47.57,193.1,14.00,3.72,37.4,163.1,102.8,30.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
4.800,5714,44.0,0.0,41.58,110.3,14.00,3.18,30.6,163.1,102.8,27.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
4.900,4930,44.0,0.0,39.71,-193.1,14.00,3.81,32.0,163.1,102.8,27.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.3,
5.000,4472,44.0,0.0,43.78,27.6,14.00,3.72,28.2,163.1,102.8,20.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.3,
5.100,4074,44.0,0.0,46.33,193.1,14.00,4.00,27.3,163.1,102.8,14.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
5.200,4019,44.0,0.0,51.92,179.3,14.00,4.01,27.3,163.1,102.9,15.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.3,
5.300,3984,44.0,0.0,50.12,-427.5,14.00,4.52,29.5,163.1,102.9,16.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
5.401,4101,44.0,0.0,56.12,213.7,14.00,4.23,28.1,163.1,103.0,23.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
5.502,4463,44.0,0.0,57.09,-151.7,14.00,4.56,33.2,163.1,103.0,27.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
5.600,4726,44.0,0.0,61.02,89.6,14.00,3.74,29.7,163.1,103.1,31.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
5.700,5436,44.0,0.0,58.26,-420.6,14.10,4.30,37.8,163.1,103.0,39.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
5.802,6150,44.0,0.0,57.36,-124.1,14.10,4.20,42.0,163.1,103.0,31.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
5.900,6455,44.0,0.0,50.54,-544.7,14.00,4.78,50.7,163.1,102.9,31.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
6.001,6593,44.0,0.0,55.99,324.1,14.00,3.53,38.9,163.1,103.0,29.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.5,
6.100,6997,44.0,0.0,48.81,-434.4,14.10,4.22,48.4,163.1,102.9,31.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
6.200,7515,44.0,0.0,43.92,-386.1,14.00,4.08,50.5,163.1,102.8,34.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
6.300,7776,44.0,0.0,43.37,151.7,14.00,3.66,47.6,163.1,102.8,32.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
6.400,7926,44.0,0.0,39.02,-186.2,14.00,3.78,49.8,163.1,102.8,33.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
6.502,7896,44.0,0.0,40.82,317.2,14.00,2.80,36.6,163.1,102.8,31.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.4,
6.601,7722,44.0,0.0,39.85,41.4,14.10,3.35,43.4,163.1,102.8,32.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
6.700,7688,44.0,0.0,40.82,144.8,14.10,3.09,39.8,163.1,102.8,31.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
6.800,7664,44.0,0.0,38.06,-296.5,14.10,3.45,43.9,163.1,102.8,32.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
6.900,7647,44.0,0.0,42.13,89.6,14.00,3.47,44.4,163.1,102.8,32.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
7.000,7573,44.0,0.0,39.30,-117.2,14.10,3.82,48.3,163.1,102.8,31.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
7.100,7591,44.0,0.0,35.37,-282.7,14.10,2.85,35.8,163.1,102.8,31.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
7.201,7650,44.0,0.0,36.75,330.9,14.10,2.89,37.0,163.1,102.7,31.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.5,
7.300,7582,44.0,0.0,32.13,-6.9,14.10,2.98,37.5,163.1,102.7,31.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
7.400,7503,44.0,0.0,33.16,-262.0,14.10,2.58,32.1,163.1,102.7,30.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
7.500,7570,44.0,0.0,34.96,-20.7,14.10,2.48,31.4,162.3,102.7,31.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
7.601,7660,44.0,0.0,36.06,151.7,14.10,2.97,37.7,161.0,102.7,31.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
7.700,7540,44.0,0.0,33.99,-268.9,14.10,2.29,28.7,159.7,102.8,30.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
7.801,7306,44.0,0.0,39.85,27.6,14.10,3.47,42.6,158.5,102.8,31.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.7,
7.901,7063,44.0,0.0,40.27,6.9,14.10,3.73,44.4,157.2,102.8,31.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
8.000,6906,44.0,0.0,40.40,-372.3,14.10,3.95,45.2,155.9,102.8,32.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
8.100,6454,44.0,0.0,50.40,289.6,14.10,3.99,43.5,154.7,102.9,32.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.3,
8.200,6295,44.0,0.0,52.06,-158.6,14.10,4.41,45.9,153.4,102.9,29.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
8.300,6236,44.0,0.0,55.43,-317.2,14.10,4.11,42.2,152.1,103.0,33.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
8.403,6251,44.0,0.0,59.36,-82.7,14.10,4.25,44.7,150.9,103.0,34.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
8.501,6458,44.0,0.0,63.71,337.8,14.10,3.85,41.7,149.6,103.1,32.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.5,
8.600,6793,44.0,0.0,60.19,-351.6,14.10,4.89,54.6,148.3,103.0,40.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
8.700,7042,44.0,0.0,57.98,-6.9,14.10,4.55,52.8,147.1,103.0,33.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
8.801,7143,44.0,0.0,58.26,20.7,14.10,4.86,57.4,145.8,103.0,32.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.9,
8.901,7036,44.0,0.0,57.85,248.2,14.10,3.90,46.2,144.5,103.1,31.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
9.001,6799,44.0,0.0,60.88,599.8,14.10,3.53,40.5,143.3,103.0,30.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,121.7,
9.100,6631,44.0,0.0,55.43,-537.8,14.10,4.35,47.7,142.0,103.0,38.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
9.200,6416,44.0,0.0,64.81,213.7,14.10,4.34,47.0,140.7,103.1,38.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
9.301,6448,44.0,0.0,64.12,-103.4,14.10,4.53,48.2,139.5,103.1,40.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.2,
9.400,6453,44.0,0.0,66.67,103.4,14.10,4.52,48.0,138.2,103.1,40.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.5,
9.501,6352,44.0,0.0,70.46,413.7,14.10,3.86,41.3,136.9,103.1,39.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.9,
9.601,6444,44.0,0.0,65.64,-268.9,14.20,4.76,50.5,135.7,103.1,40.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
9.700,6434,44.0,0.0,68.19,62.1,14.10,4.64,49.2,134.4,103.1,40.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,121.0,
9.801,6310,44.0,0.0,71.84,317.2,14.10,4.05,43.1,133.1,103.1,39.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.4,
9.903,6378,44.0,0.0,68.46,-82.7,14.10,4.52,47.5,131.9,103.1,39.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.3,
10.001,5877,44.0,0.0,70.88,-55.2,14.10,4.00,39.1,130.6,103.1,38.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.3,
10.100,5809,44.0,0.0,75.08,110.3,14.10,4.07,39.5,129.3,103.2,38.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.3,
10.201,6544,44.0,0.0,69.71,-193.1,14.10,4.15,44.6,128.1,103.1,40.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
10.301,6540,44.0,0.0,69.57,68.9,14.10,4.08,45.1,126.8,103.1,40.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
10.401,6665,44.0,0.0,67.22,131.0,14.10,4.42,48.5,125.5,103.1,40.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.5,
10.501,7058,44.0,0.0,65.84,434.4,14.10,3.46,40.7,124.3,103.1,35.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,121.0,
10.600,7132,44.0,0.0,54.47,55.2,14.00,3.38,40.7,123.0,103.0,31.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.8,
10.700,7045,44.0,0.0,37.78,-124.1,14.20,2.51,29.8,121.7,102.8,30.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.8,
10.803,6866,44.0,0.0,28.06,-41.4,14.10,3.16,36.6,120.4,102.6,29.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
10.900,6030,44.0,0.0,26.96,337.8,14.10,3.11,31.5,119.2,102.6,26.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.5,
11.000,5957,44.0,0.0,24.27,144.8,14.00,3.49,34.6,117.9,102.6,26.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
11.100,5950,44.0,0.0,23.58,131.0,14.10,3.35,33.2,116.6,102.6,26.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
11.200,5886,44.0,0.0,30.20,282.7,14.10,3.69,36.2,115.4,102.6,27.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.3,
11.303,5799,44.0,0.0,35.37,68.9,14.10,2.54,24.6,114.1,102.7,27.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.4,
11.400,6200,44.0,0.0,42.54,62.1,14.10,3.05,30.9,112.8,102.8,29.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
11.500,6768,44.0,0.0,52.33,213.7,14.10,3.03,34.1,111.6,102.9,32.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
11.601,6826,44.0,0.0,54.88,503.3,14.00,2.59,29.9,110.3,102.9,33.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,121.3,
11.700,6432,44.0,0.0,46.06,-179.3,14.10,2.67,28.5,109.0,102.8,32.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
11.800,6277,44.0,0.0,45.30,-6.9,14.20,2.72,28.1,107.8,102.8,30.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
11.900,6428,44.0,0.0,45.30,186.2,14.10,2.65,28.5,106.5,102.8,30.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
12.001,6364,45.0,0.0,39.44,-62.1,14.20,2.43,25.7,104.2,102.6,29.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
12.100,6322,45.0,0.0,36.34,-165.5,14.10,2.25,23.6,103.0,102.5,28.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
12.200,6275,45.0,0.0,38.06,68.9,14.20,2.04,21.5,101.7,102.6,28.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
12.301,6340,45.0,0.0,41.71,241.3,14.10,2.16,22.9,100.4,102.6,28.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
12.400,6634,45.0,0.0,41.30,-365.4,14.20,2.91,31.9,100.0,102.6,32.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
12.501,6818,45.0,0.0,50.26,227.5,14.10,2.47,28.3,100.0,102.7,33.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
12.601,6651,45.0,0.0,55.30,186.2,14.10,3.09,34.6,100.0,102.7,30.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,121.2,
12.700,6798,45.0,0.0,52.06,-296.5,14.10,3.57,40.1,100.0,102.8,30.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
12.801,6948,45.0,0.0,56.81,289.6,14.10,2.64,30.7,100.0,102.8,30.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.3,
12.900,7266,45.0,0.0,52.33,110.3,14.10,2.47,30.0,100.0,102.7,31.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
13.000,7104,45.0,0.0,53.16,193.1,14.10,2.45,29.3,100.0,102.7,31.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
13.100,7248,45.0,0.0,51.92,-158.6,14.10,3.44,41.7,100.0,102.8,31.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.3,
13.201,7384,45.0,0.0,51.37,-82.7,14.20,2.59,31.7,100.0,102.7,31.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
13.300,7260,45.0,0.0,51.64,-6.9,14.10,2.47,29.7,100.0,102.8,31.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
13.400,7540,45.0,0.0,55.16,-41.4,14.10,4.19,52.0,100.0,102.8,32.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.5,
13.501,7574,45.0,0.0,50.12,-144.8,14.10,2.62,33.3,100.0,102.7,31.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
13.600,7472,45.0,0.0,43.09,-82.7,14.10,2.42,30.2,100.0,102.6,33.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
13.700,7712,45.0,0.0,38.61,-227.5,14.20,2.45,31.3,100.0,102.6,32.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
13.800,7685,45.0,0.0,42.40,213.7,14.20,2.81,36.2,100.0,102.6,32.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
13.903,7508,45.0,0.0,41.09,324.1,14.20,1.76,22.1,100.0,102.6,30.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.5,
14.000,7596,45.0,0.0,38.47,-55.2,14.20,2.28,28.6,100.0,102.6,31.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.5,
14.100,7827,45.0,0.0,38.75,-62.1,14.20,2.90,38.0,100.0,102.5,32.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.7,
