Time (sec),RPM,Coolant Temp (C),TPS (%),MAP (kPa),MAP Rate (kPa/sec),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Starting Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),Ignition Angle (DBTDC),Anlg #5 (C), Anlg #6,Anlg #7 (C),Digital Output #1,Digital Output #2,Digital Output #3,Digital Output #4,Digital Output #5,Digital Output #6,Digital Output #7,Digital Output #8,Digital Output #9,Digital Output #10,Open Time Clip,Charge Time Clip,Measured AFR #1,Accel Base Comp (%),
1.100,1409,41.0,0.0,42.40,172.4,13.00,2.48,5.9,164.4,103.7,20.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
1.200,1506,40.0,0.0,46.33,96.5,13.10,2.49,5.4,164.8,103.8,20.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
1.300,1531,40.0,0.0,49.99,96.5,13.30,2.47,6.6,164.8,103.5,20.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
1.400,1961,41.0,0.0,47.16,172.4,13.30,2.47,7.0,164.4,103.9,20.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
1.501,2239,41.0,0.0,43.23,-351.6,13.50,2.45,8.5,164.4,103.5,20.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
1.600,2229,41.0,0.0,44.33,-241.3,13.50,2.46,9.5,164.4,103.8,20.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
1.700,2392,41.0,0.0,42.68,-241.3,13.50,2.46,10.0,164.4,103.8,20.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
1.801,2612,40.0,0.0,39.30,-358.5,13.70,2.46,10.3,164.8,103.8,20.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
1.900,2730,41.0,0.0,39.30,62.1,13.70,2.45,10.7,164.4,103.7,20.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
2.000,2748,41.0,0.0,38.89,89.6,13.70,2.45,10.8,164.4,103.7,20.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
2.100,2565,40.0,0.0,39.02,96.5,13.70,2.43,10.7,164.8,103.7,20.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
2.200,2510,41.0,0.0,38.89,55.2,13.50,2.42,10.5,164.4,103.4,20.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
2.300,2298,41.0,0.0,39.58,75.8,13.70,2.43,9.7,164.4,103.7,20.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
2.400,2158,40.0,0.0,39.99,96.5,13.70,2.44,9.2,164.8,103.7,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
2.500,2217,41.0,0.0,39.85,131.0,13.70,2.43,8.6,164.4,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
2.600,2306,41.0,0.0,39.44,144.8,13.70,2.42,8.9,164.4,103.5,21.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
2.700,2351,40.0,0.0,39.02,110.3,13.70,2.45,9.2,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
2.800,2403,41.0,0.0,38.33,20.7,13.60,2.42,9.3,164.4,103.5,21.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
2.900,2378,41.0,0.0,37.51,-89.6,13.70,2.43,9.3,164.4,103.5,21.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
3.000,2401,41.0,0.0,37.02,-234.4,13.70,2.44,9.4,164.4,103.5,21.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
3.100,2356,40.0,0.0,37.02,-303.4,13.70,2.44,9.4,164.8,103.5,21.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
3.200,2223,41.0,0.0,38.33,-296.5,13.70,2.43,9.3,164.4,103.5,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
3.300,2276,41.0,0.0,40.82,-41.4,13.60,2.43,9.4,164.4,103.5,21.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
3.400,2337,41.0,0.0,41.44,27.6,13.70,2.43,9.7,164.4,103.5,21.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
3.500,2375,41.0,0.0,40.54,-20.7,13.70,2.44,10.0,164.4,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
3.600,2364,41.0,0.0,40.95,20.7,13.70,2.43,9.8,164.4,103.5,21.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
3.700,2438,41.0,0.0,39.58,-82.7,13.60,2.43,10.2,164.4,103.5,21.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
3.800,2410,40.0,0.0,38.20,-199.9,13.60,2.42,10.1,164.8,103.5,21.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
3.900,2386,41.0,0.0,38.06,-213.7,13.70,2.43,10.0,164.4,103.7,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
4.000,2404,40.0,0.0,37.09,-317.2,13.70,2.43,10.0,164.8,103.7,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
4.100,2398,41.0,0.0,36.89,-296.5,13.70,2.42,9.9,164.4,103.5,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
4.201,2472,40.0,0.0,36.06,-337.8,13.70,2.43,9.8,164.8,103.5,21.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
4.300,2483,41.0,0.0,35.92,-317.2,13.80,2.44,9.8,164.4,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
4.400,2408,41.0,0.0,36.06,-317.2,13.80,2.43,9.5,164.4,103.5,21.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
4.500,2248,41.0,0.0,37.23,-296.5,13.70,2.44,9.4,164.4,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
4.600,2240,40.0,0.0,39.85,-68.9,13.70,2.44,9.3,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
4.700,2268,40.0,0.0,41.16,48.3,13.70,2.44,9.5,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
4.800,2220,40.0,0.0,41.58,103.4,13.70,2.44,9.3,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
4.900,2277,40.0,0.0,41.16,96.5,13.70,2.44,9.5,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
5.001,2301,40.0,0.0,40.95,96.5,13.80,2.44,9.6,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
5.100,2306,40.0,0.0,40.68,117.2,13.80,2.44,9.3,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
5.200,2335,40.0,0.0,40.27,131.0,13.80,2.42,9.1,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
5.300,2380,40.0,0.0,39.85,137.9,13.70,2.44,9.3,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
5.400,2487,40.0,0.0,39.71,144.8,13.70,2.44,9.7,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
5.500,2520,40.0,0.0,39.44,110.3,13.80,2.43,9.9,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
5.600,2452,40.0,0.0,39.44,110.3,13.70,2.43,9.8,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
5.700,2399,40.0,0.0,39.58,110.3,13.80,2.44,9.7,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
5.800,2392,40.0,0.0,39.58,131.0,13.80,2.41,9.3,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
5.900,2272,40.0,0.0,39.44,158.6,13.70,2.43,9.1,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
6.000,2303,40.0,0.0,38.61,34.5,13.80,2.43,9.0,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
6.100,2419,40.0,0.0,37.78,-158.6,13.80,2.43,9.3,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
6.200,2372,40.0,0.0,37.51,-186.2,13.80,2.43,9.5,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
6.300,2495,40.0,0.0,37.51,-206.8,13.80,2.43,9.6,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
6.400,2478,40.0,0.0,37.65,-55.2,13.80,2.42,9.8,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
6.500,2497,40.0,0.0,38.06,27.6,13.80,2.42,9.7,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
6.600,2454,40.0,0.0,37.92,27.6,13.80,2.42,9.5,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
6.700,2448,40.0,0.0,38.20,62.1,13.80,2.43,9.7,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
6.800,2293,40.0,0.0,37.78,-41.4,13.70,2.42,9.2,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
6.901,2356,40.0,0.0,37.09,-330.9,13.80,2.44,9.1,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
7.000,2321,40.0,0.0,37.51,-330.9,13.80,2.43,9.6,164.8,103.7,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
7.100,2347,40.0,0.0,37.78,-296.5,13.80,2.43,9.7,164.8,103.7,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
7.200,2362,40.0,0.0,37.78,-303.4,13.80,2.44,10.0,164.8,103.7,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
7.300,2346,40.0,0.0,38.06,-289.6,13.80,2.43,9.7,164.8,103.7,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
7.400,2253,40.0,0.0,40.13,-110.3,13.80,2.43,9.5,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
7.500,2228,40.0,0.0,41.99,62.1,13.80,2.43,9.3,164.8,103.8,21.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
7.600,2276,40.0,0.0,41.99,96.5,13.90,2.44,9.5,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
7.700,2331,40.0,0.0,41.85,103.4,13.80,2.43,9.7,164.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
7.800,2329,40.0,0.0,41.58,96.5,13.80,2.43,9.7,164.8,103.8,21.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
7.900,2355,40.0,0.0,41.44,103.4,13.80,2.43,9.8,164.3,103.7,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
8.000,2346,40.0,0.0,41.30,103.4,13.80,2.42,9.8,163.1,103.7,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
8.101,2293,40.0,0.0,41.16,103.4,13.80,2.40,9.5,161.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
8.200,2402,40.0,0.0,40.95,103.4,13.80,2.40,9.2,160.5,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
8.302,2422,40.0,0.0,40.82,103.4,13.80,2.37,9.8,159.2,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
8.400,2394,40.0,0.0,40.82,103.4,13.80,2.36,9.6,158.0,103.7,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
8.500,2376,40.0,0.0,40.82,110.3,13.80,2.35,9.6,156.7,103.7,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
8.600,2322,40.0,0.0,40.82,110.3,13.80,2.33,9.4,155.4,103.7,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
8.700,2306,40.0,0.0,40.68,117.2,13.80,2.33,8.7,154.2,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
8.800,2369,40.0,0.0,40.40,131.0,13.80,2.30,8.8,152.9,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
8.900,2384,40.0,0.0,40.27,131.0,13.80,2.30,8.9,151.6,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
9.000,2431,40.0,0.0,40.13,131.0,13.80,2.29,9.0,150.3,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
9.100,2391,40.0,0.0,39.99,137.9,13.80,2.28,8.8,149.1,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
9.200,2451,40.0,0.0,39.85,144.8,13.80,2.27,8.9,147.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
9.300,2488,40.0,0.0,39.99,151.7,13.80,2.26,9.0,146.5,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
9.400,2460,40.0,0.0,39.85,144.8,13.80,2.24,8.8,145.2,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
9.500,2575,40.0,0.0,39.71,117.2,13.80,2.25,9.2,144.0,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
9.600,2479,40.0,0.0,39.85,124.1,13.90,2.22,9.5,142.7,103.7,21.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
9.700,2444,40.0,0.0,40.13,110.3,13.90,2.20,9.2,141.4,103.7,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
9.800,2535,40.0,0.0,40.13,89.6,13.80,2.18,9.4,140.2,103.7,21.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
9.900,2524,40.0,0.0,38.06,-89.6,13.80,2.17,9.4,138.9,103.7,21.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
10.000,2475,40.0,0.0,36.06,-282.7,13.80,2.16,9.1,137.6,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
10.101,2511,40.0,0.0,35.37,-337.8,13.90,2.16,8.8,136.3,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
10.200,2536,40.0,0.0,35.92,-172.4,13.90,2.13,8.7,135.1,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
10.300,2574,40.0,0.0,36.75,41.4,13.90,2.13,8.9,133.8,103.7,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
10.400,2505,40.0,0.0,37.51,137.9,13.90,2.12,8.7,132.5,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
10.500,2556,40.0,0.0,37.78,117.2,13.90,2.09,8.7,131.2,103.7,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
10.600,2463,40.0,0.0,38.20,110.3,13.80,2.09,8.4,130.0,103.7,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
10.700,2510,40.0,0.0,38.75,103.4,13.90,2.08,8.4,128.7,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
10.803,2397,40.0,0.0,39.16,110.3,13.80,2.07,8.5,127.4,103.7,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
10.901,2381,40.0,0.0,39.44,110.3,13.90,2.05,8.3,126.1,103.7,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
11.000,2375,40.0,0.0,39.71,96.5,13.90,2.04,8.4,124.9,103.7,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
11.101,2364,40.0,0.0,39.85,96.5,13.90,2.03,8.2,123.6,103.7,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
11.200,2452,40.0,0.0,39.99,96.5,14.00,2.02,8.4,122.3,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
11.300,2549,40.0,0.0,40.13,96.5,14.00,1.99,8.6,121.1,103.7,21.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
11.400,2459,40.0,0.0,39.30,13.8,13.90,1.99,8.4,119.8,103.6,21.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
11.500,2427,40.0,0.0,38.47,-82.7,13.90,1.98,8.3,118.5,103.7,21.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
11.600,2411,40.0,0.0,38.20,-137.9,13.90,1.97,8.1,117.2,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
11.700,2401,40.0,0.0,37.78,-199.9,14.00,1.95,7.9,116.0,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
11.800,2401,40.0,0.0,37.09,-275.8,14.00,1.95,8.0,114.7,103.7,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
11.901,2563,40.0,0.0,36.20,-324.1,14.00,1.93,7.9,113.4,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
12.000,2488,40.0,0.0,36.34,-186.2,13.90,1.92,7.9,112.1,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
12.100,2558,40.0,0.0,37.09,13.8,14.00,1.90,7.8,110.9,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
12.200,2582,40.0,0.0,37.65,110.3,13.90,1.89,7.9,109.6,103.7,21.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
12.300,2500,40.0,0.0,37.92,103.4,13.80,1.88,7.7,108.3,103.7,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
12.400,2394,40.0,0.0,38.47,131.0,13.90,1.87,7.5,107.1,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
12.500,2469,40.0,0.0,38.89,131.0,13.90,1.88,7.5,105.8,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
12.600,2409,40.0,0.0,39.16,131.0,13.90,1.86,7.3,104.5,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
12.700,2419,40.0,0.0,39.16,124.1,13.90,1.84,7.2,103.2,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
12.800,2422,40.0,0.0,39.44,131.0,13.90,1.85,7.4,102.0,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
12.900,2441,40.0,0.0,39.58,144.8,13.90,1.80,7.1,100.7,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
13.000,2461,40.0,0.0,39.71,131.0,13.90,1.82,7.2,100.0,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
13.100,2241,40.0,0.0,39.44,137.9,13.90,1.82,6.8,100.0,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
13.200,2024,40.0,0.0,37.78,-241.3,13.90,1.84,6.4,100.0,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
13.300,2003,40.0,0.0,43.78,96.5,13.90,1.84,6.4,100.0,103.7,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
13.400,1865,40.0,0.0,42.95,137.9,13.70,1.84,5.9,100.0,103.8,21.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
13.500,1860,40.0,0.0,43.23,-241.3,13.80,1.83,6.0,100.0,103.7,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
13.600,1956,40.0,0.0,45.92,96.5,13.90,1.84,5.7,100.0,103.8,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
13.700,1747,40.0,0.0,43.09,-372.3,13.80,1.84,5.6,100.0,103.8,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
13.801,1810,40.0,0.0,48.26,96.5,13.90,1.84,5.9,100.0,103.8,21.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
13.900,1868,40.0,0.0,44.61,-206.8,13.80,1.83,5.4,100.0,103.9,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
14.003,1703,40.0,0.0,49.85,82.7,13.80,1.84,5.5,100.0,103.8,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
14.103,1798,40.0,0.0,45.78,-330.9,13.80,1.84,5.4,100.0,103.9,21.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
