Time (sec),RPM,Coolant Temp (C),TPS (%),MAP (kPa),MAP Rate (kPa/sec),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Starting Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),Ignition Angle (DBTDC),Anlg #5 (C), Anlg #6,Anlg #7 (C),Digital Output #1,Digital Output #2,Digital Output #3,Digital Output #4,Digital Output #5,Digital Output #6,Digital Output #7,Digital Output #8,Digital Output #9,Digital Output #10,Open Time Clip,Charge Time Clip,Measured AFR #1,Accel Base Comp (%),
8.499,8304,75.0,0.0,55.30,-34.5,14.20,5.73,80.5,114.9,107.8,31.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,121.3,
8.599,8529,75.0,0.0,52.61,-103.4,14.20,4.12,57.8,113.7,107.6,31.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
8.700,8893,75.0,0.0,59.78,96.5,14.20,4.73,70.1,112.5,107.9,34.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
8.799,9124,75.0,0.0,59.78,13.8,14.20,5.43,82.4,111.3,108.0,35.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
8.899,9200,75.0,0.0,67.09,468.8,14.20,4.59,70.6,110.1,107.9,38.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,121.1,
8.999,9533,75.0,0.0,61.91,-34.5,14.20,5.40,85.9,108.9,108.1,39.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.6,
9.099,9729,75.0,0.0,64.26,68.9,14.20,4.71,76.8,107.8,108.1,39.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
9.199,9723,75.0,0.0,70.19,544.7,14.20,5.44,88.6,106.6,108.1,40.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,121.5,
9.300,9991,75.0,0.0,65.78,220.6,14.10,4.70,77.9,105.4,108.1,40.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
9.399,10128,75.0,0.0,62.60,-62.1,14.20,4.63,77.7,104.2,108.2,40.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
9.501,10450,75.0,0.0,58.40,-592.9,14.10,5.12,88.5,103.0,108.3,40.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
9.599,10132,75.0,0.0,64.95,137.9,14.20,4.60,76.7,101.8,108.3,39.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
9.700,9944,75.0,0.0,69.29,524.0,14.20,4.55,75.8,100.6,108.1,40.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,121.4,
9.799,10332,75.0,0.0,61.71,-324.1,14.20,0.00,73.9,100.0,108.3,40.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
9.899,10739,75.0,0.0,59.50,-227.5,14.20,0.00,72.8,100.0,108.1,40.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
9.999,10349,75.0,0.0,67.36,193.1,14.10,4.33,74.3,100.0,108.2,40.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
10.099,9940,75.0,0.0,66.81,-48.3,14.10,5.30,88.2,100.0,108.4,40.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.7,
10.200,10110,75.0,0.0,71.02,599.8,14.20,4.41,74.8,100.0,108.1,40.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,121.7,
10.300,10489,75.0,0.0,55.99,-275.8,14.20,0.00,74.5,100.0,107.9,38.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.8,
10.401,10162,75.0,0.0,33.58,-337.8,14.20,3.76,63.5,100.0,106.7,33.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.8,
10.499,9457,75.0,0.0,25.86,-268.9,14.20,3.83,60.8,100.0,106.2,31.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
10.599,9005,75.0,0.0,17.03,-6.9,14.20,2.96,44.3,100.0,105.5,26.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
10.699,9174,75.0,0.0,12.69,75.8,14.20,2.75,42.1,100.0,105.3,19.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
10.800,9245,75.0,0.0,8.89,-137.9,14.20,2.69,41.5,100.0,105.1,17.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
10.899,9179,75.0,0.0,11.24,165.5,14.20,2.70,41.3,100.0,105.0,15.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
10.999,8853,75.0,0.0,14.62,103.4,14.20,2.76,40.8,100.0,105.4,23.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
11.101,8550,75.0,0.0,20.68,55.2,14.20,2.85,40.7,100.0,105.7,26.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
11.199,8833,75.0,0.0,38.20,-6.9,14.20,3.45,50.6,100.0,106.8,31.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,121.1,
11.299,9485,75.0,0.0,44.61,158.6,14.20,3.88,60.9,100.0,107.1,34.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.5,
11.399,9217,75.0,0.0,45.30,-110.3,14.20,4.00,61.5,100.0,107.2,35.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.5,
11.499,9074,75.0,0.0,50.40,248.2,14.20,3.49,52.8,100.0,107.2,35.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
11.599,9291,75.0,0.0,47.85,-165.5,14.20,4.12,63.5,100.0,107.4,34.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.4,
11.699,9505,75.0,0.0,48.54,-6.9,14.20,3.58,56.3,100.0,107.3,36.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
11.799,9731,75.0,0.0,48.68,6.9,14.20,3.78,61.1,100.0,107.3,36.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
11.899,9797,75.0,0.0,50.95,227.5,14.20,4.42,71.9,100.0,107.3,37.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
12.000,9883,75.0,0.0,55.99,-199.9,14.20,5.34,88.3,100.0,107.9,36.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,121.4,
12.099,9671,75.0,0.0,40.54,-165.5,14.20,3.51,56.7,100.0,107.0,34.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
12.200,9125,75.0,0.0,30.75,-379.2,14.20,3.13,47.8,100.0,106.6,31.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
12.299,8617,75.0,0.0,26.41,27.6,14.20,3.45,49.6,100.0,106.0,29.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
12.399,8933,75.0,0.0,20.48,-13.8,14.20,3.04,45.4,100.0,105.8,27.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
12.499,8937,75.0,0.0,26.41,-41.4,14.20,4.15,61.8,100.0,106.1,29.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
12.600,8837,75.0,0.0,27.23,199.9,14.20,4.12,60.8,100.0,105.9,28.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
12.699,8584,75.0,0.0,25.17,-68.9,14.20,3.95,56.7,100.0,106.1,28.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
12.799,8339,75.0,0.0,27.79,13.8,14.20,3.56,49.5,100.0,106.0,29.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
12.899,8368,75.0,0.0,36.34,351.6,14.20,2.67,36.8,100.0,106.4,30.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.6,
13.000,9047,75.0,0.0,39.16,62.1,14.20,3.20,48.3,100.0,106.7,31.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
13.101,8707,75.0,0.0,42.54,268.9,14.20,3.26,47.1,100.0,106.8,31.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.2,
13.199,8842,75.0,0.0,47.71,-75.8,14.20,3.68,53.9,100.0,107.4,34.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.5,
13.299,8919,75.0,0.0,50.54,186.2,14.20,3.92,58.5,100.0,107.3,35.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
13.399,8794,75.0,0.0,32.13,-275.8,14.20,2.62,38.3,100.0,106.6,30.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.7,
13.499,8243,75.0,0.0,24.89,-124.1,14.20,3.32,46.1,100.0,106.0,28.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.7,
13.599,7400,75.0,0.0,23.30,96.5,14.20,2.71,33.7,100.0,105.8,26.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.7,
13.699,7542,75.0,0.0,23.86,172.4,14.20,2.62,32.8,100.0,105.8,25.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.7,
13.799,7880,75.0,0.0,49.44,220.6,14.20,3.08,39.7,100.0,107.1,32.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
13.900,9009,75.0,0.0,57.23,213.7,14.20,3.99,59.0,100.0,107.8,32.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
13.999,9546,75.0,0.0,57.71,-13.8,14.20,5.06,80.1,100.0,107.9,35.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
14.099,9116,75.0,0.0,58.95,27.6,14.20,4.32,66.0,100.0,107.9,35.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
